sample_id,band_id,observation_time,start_frequency_mhz,end_frequency_mhz,bandwidth_mhz,hour_of_day,day_of_week,region,state,district,signal_power_dbm,noise_floor_dbm,snr_db,occupancy_ratio,interference_score,target_available,target_occupancy_ratio,label_source,data_type,created_at
122,B001,"2026-01-06 17:00:00",470.000,585.000,11.500,17,2,Bengaluru,Karnataka,NULL,-86.159,-106.929,20.770,0.53491,0.53235,0,0.53491,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
123,B001,"2026-01-07 17:00:00",470.000,585.000,11.500,17,3,Bengaluru,Karnataka,NULL,-83.742,-102.972,19.230,0.33879,0.39556,0,0.33879,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
124,B001,"2026-01-08 17:00:00",470.000,585.000,11.500,17,4,Bengaluru,Karnataka,NULL,-82.832,-101.762,18.930,0.41437,0.49273,0,0.41437,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
125,B001,"2026-01-09 17:00:00",470.000,585.000,11.500,17,5,Bengaluru,Karnataka,NULL,-83.315,-101.151,17.836,0.35533,0.35947,0,0.35533,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
126,B001,"2026-01-10 17:00:00",470.000,585.000,11.500,17,6,Bengaluru,Karnataka,NULL,-85.344,-102.406,17.062,0.37823,0.42956,0,0.37823,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
127,B001,"2026-01-04 18:00:00",470.000,585.000,11.500,18,0,Bengaluru,Karnataka,NULL,-74.268,-101.392,27.124,0.52898,0.53088,0,0.52898,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
128,B001,"2026-01-05 18:00:00",470.000,585.000,11.500,18,1,Bengaluru,Karnataka,NULL,-76.766,-101.242,24.475,0.49496,0.51084,0,0.49496,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
129,B001,"2026-01-06 18:00:00",470.000,585.000,11.500,18,2,Bengaluru,Karnataka,NULL,-82.449,-104.435,21.986,0.43482,0.25156,0,0.43482,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
130,B001,"2026-01-07 18:00:00",470.000,585.000,11.500,18,3,Bengaluru,Karnataka,NULL,-75.512,-100.967,25.455,0.42959,0.41133,0,0.42959,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
131,B001,"2026-01-08 18:00:00",470.000,585.000,11.500,18,4,Bengaluru,Karnataka,NULL,-81.233,-102.001,20.769,0.49497,0.32882,0,0.49497,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
132,B001,"2026-01-09 18:00:00",470.000,585.000,11.500,18,5,Bengaluru,Karnataka,NULL,-85.206,-105.415,20.209,0.32212,0.31277,0,0.32212,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
133,B001,"2026-01-10 18:00:00",470.000,585.000,11.500,18,6,Bengaluru,Karnataka,NULL,-76.927,-101.816,24.890,0.42992,0.48426,0,0.42992,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
134,B001,"2026-01-04 19:00:00",470.000,585.000,11.500,19,0,Bengaluru,Karnataka,NULL,-87.810,-102.686,14.876,0.26483,0.16243,0,0.26483,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
135,B001,"2026-01-05 19:00:00",470.000,585.000,11.500,19,1,Bengaluru,Karnataka,NULL,-79.615,-99.028,19.413,0.35727,0.31277,0,0.35727,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
136,B001,"2026-01-06 19:00:00",470.000,585.000,11.500,19,2,Bengaluru,Karnataka,NULL,-86.966,-107.862,20.896,0.38636,0.38260,0,0.38636,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
137,B001,"2026-01-07 19:00:00",470.000,585.000,11.500,19,3,Bengaluru,Karnataka,NULL,-78.968,-98.521,19.553,0.27004,0.27463,0,0.27004,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
138,B001,"2026-01-08 19:00:00",470.000,585.000,11.500,19,4,Bengaluru,Karnataka,NULL,-86.781,-102.970,16.189,0.30393,0.21290,0,0.30393,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
139,B001,"2026-01-09 19:00:00",470.000,585.000,11.500,19,5,Bengaluru,Karnataka,NULL,-77.304,-99.430,22.126,0.36660,0.27074,0,0.36660,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
140,B001,"2026-01-10 19:00:00",470.000,585.000,11.500,19,6,Bengaluru,Karnataka,NULL,-75.184,-97.050,21.865,0.41566,0.31784,0,0.41566,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
141,B001,"2026-01-04 20:00:00",470.000,585.000,11.500,20,0,Bengaluru,Karnataka,NULL,-87.713,-100.954,13.240,0.24935,0.27934,1,0.24935,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
142,B001,"2026-01-05 20:00:00",470.000,585.000,11.500,20,1,Bengaluru,Karnataka,NULL,-79.391,-105.767,26.376,0.38621,0.49637,0,0.38621,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
143,B001,"2026-01-06 20:00:00",470.000,585.000,11.500,20,2,Bengaluru,Karnataka,NULL,-91.235,-105.534,14.299,0.22340,0.18272,1,0.22340,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
144,B001,"2026-01-07 20:00:00",470.000,585.000,11.500,20,3,Bengaluru,Karnataka,NULL,-91.810,-108.453,16.643,0.29154,0.45373,0,0.29154,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
145,B001,"2026-01-08 20:00:00",470.000,585.000,11.500,20,4,Bengaluru,Karnataka,NULL,-91.733,-102.683,10.950,0.23184,0.32175,1,0.23184,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
146,B001,"2026-01-09 20:00:00",470.000,585.000,11.500,20,5,Bengaluru,Karnataka,NULL,-80.392,-97.148,16.756,0.25423,0.25547,0,0.25423,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
147,B001,"2026-01-10 20:00:00",470.000,585.000,11.500,20,6,Bengaluru,Karnataka,NULL,-89.411,-103.266,13.855,0.30852,0.34469,0,0.30852,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
148,B001,"2026-01-04 21:00:00",470.000,585.000,11.500,21,0,Bengaluru,Karnataka,NULL,-82.930,-101.584,18.655,0.29776,0.27272,0,0.29776,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
149,B001,"2026-01-05 21:00:00",470.000,585.000,11.500,21,1,Bengaluru,Karnataka,NULL,-82.115,-97.656,15.541,0.33951,0.47968,0,0.33951,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
150,B001,"2026-01-06 21:00:00",470.000,585.000,11.500,21,2,Bengaluru,Karnataka,NULL,-79.259,-103.917,24.658,0.29300,0.32285,0,0.29300,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
151,B001,"2026-01-07 21:00:00",470.000,585.000,11.500,21,3,Bengaluru,Karnataka,NULL,-84.008,-99.956,15.948,0.40593,0.39352,0,0.40593,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
152,B001,"2026-01-08 21:00:00",470.000,585.000,11.500,21,4,Bengaluru,Karnataka,NULL,-93.926,-105.354,11.428,0.27323,0.30578,0,0.27323,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
153,B001,"2026-01-09 21:00:00",470.000,585.000,11.500,21,5,Bengaluru,Karnataka,NULL,-83.979,-101.023,17.045,0.31132,0.25848,0,0.31132,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
154,B001,"2026-01-10 21:00:00",470.000,585.000,11.500,21,6,Bengaluru,Karnataka,NULL,-92.058,-103.388,11.330,0.20092,0.23434,1,0.20092,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
155,B001,"2026-01-04 22:00:00",470.000,585.000,11.500,22,0,Bengaluru,Karnataka,NULL,-87.067,-104.240,17.173,0.30840,0.25963,0,0.30840,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
156,B001,"2026-01-05 22:00:00",470.000,585.000,11.500,22,1,Bengaluru,Karnataka,NULL,-82.288,-100.732,18.444,0.30969,0.35907,0,0.30969,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
157,B001,"2026-01-06 22:00:00",470.000,585.000,11.500,22,2,Bengaluru,Karnataka,NULL,-87.897,-102.947,15.050,0.19436,0.29763,1,0.19436,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
158,B001,"2026-01-07 22:00:00",470.000,585.000,11.500,22,3,Bengaluru,Karnataka,NULL,-83.642,-101.602,17.960,0.19814,0.23450,1,0.19814,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
159,B001,"2026-01-08 22:00:00",470.000,585.000,11.500,22,4,Bengaluru,Karnataka,NULL,-82.425,-100.874,18.449,0.30337,0.37116,0,0.30337,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
160,B001,"2026-01-09 22:00:00",470.000,585.000,11.500,22,5,Bengaluru,Karnataka,NULL,-87.164,-101.619,14.455,0.27507,0.28516,0,0.27507,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
161,B001,"2026-01-10 22:00:00",470.000,585.000,11.500,22,6,Bengaluru,Karnataka,NULL,-83.569,-102.510,18.941,0.35772,0.31320,0,0.35772,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
162,B001,"2026-01-04 23:00:00",470.000,585.000,11.500,23,0,Bengaluru,Karnataka,NULL,-81.722,-104.137,22.415,0.36510,0.28236,0,0.36510,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
163,B001,"2026-01-05 23:00:00",470.000,585.000,11.500,23,1,Bengaluru,Karnataka,NULL,-85.544,-101.485,15.941,0.23596,0.29718,1,0.23596,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
164,B001,"2026-01-06 23:00:00",470.000,585.000,11.500,23,2,Bengaluru,Karnataka,NULL,-81.402,-103.031,21.629,0.38438,0.29706,0,0.38438,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
165,B001,"2026-01-07 23:00:00",470.000,585.000,11.500,23,3,Bengaluru,Karnataka,NULL,-78.069,-100.419,22.350,0.39814,0.39382,0,0.39814,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
166,B001,"2026-01-08 23:00:00",470.000,585.000,11.500,23,4,Bengaluru,Karnataka,NULL,-85.153,-102.818,17.666,0.25501,0.28422,0,0.25501,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
167,B001,"2026-01-09 23:00:00",470.000,585.000,11.500,23,5,Bengaluru,Karnataka,NULL,-87.939,-105.400,17.460,0.27866,0.24578,0,0.27866,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
168,B001,"2026-01-10 23:00:00",470.000,585.000,11.500,23,6,Bengaluru,Karnataka,NULL,-93.743,-102.387,8.644,0.19417,0.30209,1,0.19417,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
169,B001,"2026-01-04 00:00:00",470.000,585.000,11.500,0,0,Mumbai,Maharashtra,NULL,-84.486,-102.134,17.647,0.39464,0.30089,0,0.39464,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
170,B001,"2026-01-05 00:00:00",470.000,585.000,11.500,0,1,Mumbai,Maharashtra,NULL,-89.136,-108.059,18.923,0.32442,0.38403,0,0.32442,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
171,B001,"2026-01-06 00:00:00",470.000,585.000,11.500,0,2,Mumbai,Maharashtra,NULL,-84.669,-103.236,18.567,0.31317,0.35161,0,0.31317,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
172,B001,"2026-01-07 00:00:00",470.000,585.000,11.500,0,3,Mumbai,Maharashtra,NULL,-82.852,-101.954,19.102,0.41159,0.35063,0,0.41159,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
173,B001,"2026-01-08 00:00:00",470.000,585.000,11.500,0,4,Mumbai,Maharashtra,NULL,-79.943,-98.109,18.167,0.34774,0.26183,0,0.34774,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
174,B001,"2026-01-09 00:00:00",470.000,585.000,11.500,0,5,Mumbai,Maharashtra,NULL,-90.760,-107.241,16.480,0.23409,0.16325,1,0.23409,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
175,B001,"2026-01-10 00:00:00",470.000,585.000,11.500,0,6,Mumbai,Maharashtra,NULL,-95.617,-106.940,11.323,0.20865,0.30110,1,0.20865,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
176,B001,"2026-01-04 01:00:00",470.000,585.000,11.500,1,0,Mumbai,Maharashtra,NULL,-90.057,-106.374,16.317,0.24321,0.25079,1,0.24321,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
177,B001,"2026-01-05 01:00:00",470.000,585.000,11.500,1,1,Mumbai,Maharashtra,NULL,-80.486,-100.149,19.663,0.36525,0.25359,0,0.36525,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
178,B001,"2026-01-06 01:00:00",470.000,585.000,11.500,1,2,Mumbai,Maharashtra,NULL,-84.056,-100.749,16.694,0.32633,0.21712,0,0.32633,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
179,B001,"2026-01-07 01:00:00",470.000,585.000,11.500,1,3,Mumbai,Maharashtra,NULL,-83.076,-103.038,19.962,0.41218,0.38920,0,0.41218,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
180,B001,"2026-01-08 01:00:00",470.000,585.000,11.500,1,4,Mumbai,Maharashtra,NULL,-81.312,-101.341,20.029,0.40713,0.43921,0,0.40713,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
181,B001,"2026-01-09 01:00:00",470.000,585.000,11.500,1,5,Mumbai,Maharashtra,NULL,-74.263,-98.531,24.268,0.44529,0.31966,0,0.44529,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
182,B001,"2026-01-10 01:00:00",470.000,585.000,11.500,1,6,Mumbai,Maharashtra,NULL,-80.267,-104.997,24.729,0.55764,0.42648,0,0.55764,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
183,B001,"2026-01-04 02:00:00",470.000,585.000,11.500,2,0,Mumbai,Maharashtra,NULL,-82.867,-100.949,18.083,0.44888,0.43318,0,0.44888,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
184,B001,"2026-01-05 02:00:00",470.000,585.000,11.500,2,1,Mumbai,Maharashtra,NULL,-86.512,-102.796,16.284,0.37328,0.30463,0,0.37328,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
185,B001,"2026-01-06 02:00:00",470.000,585.000,11.500,2,2,Mumbai,Maharashtra,NULL,-85.761,-101.943,16.182,0.30442,0.37669,0,0.30442,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
186,B001,"2026-01-07 02:00:00",470.000,585.000,11.500,2,3,Mumbai,Maharashtra,NULL,-91.955,-106.328,14.374,0.26850,0.40244,0,0.26850,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
187,B001,"2026-01-08 02:00:00",470.000,585.000,11.500,2,4,Mumbai,Maharashtra,NULL,-77.237,-96.148,18.911,0.29488,0.21852,0,0.29488,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
188,B001,"2026-01-09 02:00:00",470.000,585.000,11.500,2,5,Mumbai,Maharashtra,NULL,-89.353,-101.392,12.038,0.23660,0.46376,0,0.23660,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
189,B001,"2026-01-10 02:00:00",470.000,585.000,11.500,2,6,Mumbai,Maharashtra,NULL,-80.697,-100.298,19.601,0.22564,0.25793,1,0.22564,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
190,B001,"2026-01-04 03:00:00",470.000,585.000,11.500,3,0,Mumbai,Maharashtra,NULL,-85.107,-102.683,17.576,0.26529,0.36250,0,0.26529,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
191,B001,"2026-01-05 03:00:00",470.000,585.000,11.500,3,1,Mumbai,Maharashtra,NULL,-86.527,-105.501,18.974,0.33897,0.28646,0,0.33897,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
192,B001,"2026-01-06 03:00:00",470.000,585.000,11.500,3,2,Mumbai,Maharashtra,NULL,-94.212,-103.744,9.532,0.18217,0.28536,1,0.18217,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
193,B001,"2026-01-07 03:00:00",470.000,585.000,11.500,3,3,Mumbai,Maharashtra,NULL,-75.998,-97.353,21.355,0.47109,0.38882,0,0.47109,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
194,B001,"2026-01-08 03:00:00",470.000,585.000,11.500,3,4,Mumbai,Maharashtra,NULL,-80.340,-99.347,19.007,0.38321,0.35768,0,0.38321,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
195,B001,"2026-01-09 03:00:00",470.000,585.000,11.500,3,5,Mumbai,Maharashtra,NULL,-81.341,-102.269,20.928,0.44949,0.42176,0,0.44949,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
196,B001,"2026-01-10 03:00:00",470.000,585.000,11.500,3,6,Mumbai,Maharashtra,NULL,-86.561,-104.554,17.993,0.33558,0.24482,0,0.33558,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
197,B001,"2026-01-04 04:00:00",470.000,585.000,11.500,4,0,Mumbai,Maharashtra,NULL,-76.986,-97.308,20.322,0.31552,0.31769,0,0.31552,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
198,B001,"2026-01-05 04:00:00",470.000,585.000,11.500,4,1,Mumbai,Maharashtra,NULL,-82.996,-102.779,19.782,0.26968,0.25036,0,0.26968,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
199,B001,"2026-01-06 04:00:00",470.000,585.000,11.500,4,2,Mumbai,Maharashtra,NULL,-84.335,-105.434,21.099,0.43653,0.54317,0,0.43653,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
200,B001,"2026-01-07 04:00:00",470.000,585.000,11.500,4,3,Mumbai,Maharashtra,NULL,-90.361,-99.029,8.668,0.19445,0.23919,1,0.19445,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
201,B001,"2026-01-08 04:00:00",470.000,585.000,11.500,4,4,Mumbai,Maharashtra,NULL,-91.069,-99.939,8.870,0.32292,0.17647,0,0.32292,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
202,B001,"2026-01-09 04:00:00",470.000,585.000,11.500,4,5,Mumbai,Maharashtra,NULL,-88.415,-101.908,13.492,0.25538,0.26833,0,0.25538,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
203,B001,"2026-01-10 04:00:00",470.000,585.000,11.500,4,6,Mumbai,Maharashtra,NULL,-90.761,-103.003,12.243,0.21197,0.27730,1,0.21197,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
204,B001,"2026-01-04 05:00:00",470.000,585.000,11.500,5,0,Mumbai,Maharashtra,NULL,-80.365,-98.418,18.053,0.37570,0.33877,0,0.37570,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
205,B001,"2026-01-05 05:00:00",470.000,585.000,11.500,5,1,Mumbai,Maharashtra,NULL,-84.066,-102.737,18.671,0.33834,0.21495,0,0.33834,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
206,B001,"2026-01-06 05:00:00",470.000,585.000,11.500,5,2,Mumbai,Maharashtra,NULL,-87.606,-104.288,16.682,0.36102,0.22761,0,0.36102,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
207,B001,"2026-01-07 05:00:00",470.000,585.000,11.500,5,3,Mumbai,Maharashtra,NULL,-77.582,-102.352,24.769,0.41627,0.41236,0,0.41627,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
208,B001,"2026-01-08 05:00:00",470.000,585.000,11.500,5,4,Mumbai,Maharashtra,NULL,-87.531,-104.709,17.178,0.21576,0.19899,1,0.21576,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
209,B001,"2026-01-09 05:00:00",470.000,585.000,11.500,5,5,Mumbai,Maharashtra,NULL,-87.982,-102.448,14.467,0.21868,0.18119,1,0.21868,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
210,B001,"2026-01-10 05:00:00",470.000,585.000,11.500,5,6,Mumbai,Maharashtra,NULL,-94.257,-103.196,8.939,0.27217,0.33712,0,0.27217,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
211,B001,"2026-01-04 06:00:00",470.000,585.000,11.500,6,0,Mumbai,Maharashtra,NULL,-85.287,-98.739,13.452,0.27820,0.17446,0,0.27820,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
212,B001,"2026-01-05 06:00:00",470.000,585.000,11.500,6,1,Mumbai,Maharashtra,NULL,-86.491,-105.963,19.472,0.41813,0.43957,0,0.41813,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
213,B001,"2026-01-06 06:00:00",470.000,585.000,11.500,6,2,Mumbai,Maharashtra,NULL,-87.593,-106.139,18.546,0.31192,0.30721,0,0.31192,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
214,B001,"2026-01-07 06:00:00",470.000,585.000,11.500,6,3,Mumbai,Maharashtra,NULL,-69.825,-100.528,30.703,0.42487,0.26449,0,0.42487,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
215,B001,"2026-01-08 06:00:00",470.000,585.000,11.500,6,4,Mumbai,Maharashtra,NULL,-82.531,-104.667,22.136,0.33348,0.40251,0,0.33348,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
216,B001,"2026-01-09 06:00:00",470.000,585.000,11.500,6,5,Mumbai,Maharashtra,NULL,-87.050,-103.943,16.894,0.34778,0.18368,0,0.34778,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
217,B001,"2026-01-10 06:00:00",470.000,585.000,11.500,6,6,Mumbai,Maharashtra,NULL,-80.243,-100.729,20.487,0.41467,0.46421,0,0.41467,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
218,B001,"2026-01-04 07:00:00",470.000,585.000,11.500,7,0,Mumbai,Maharashtra,NULL,-84.030,-99.562,15.531,0.38756,0.31481,0,0.38756,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
219,B001,"2026-01-05 07:00:00",470.000,585.000,11.500,7,1,Mumbai,Maharashtra,NULL,-79.082,-101.111,22.029,0.34868,0.26595,0,0.34868,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
220,B001,"2026-01-06 07:00:00",470.000,585.000,11.500,7,2,Mumbai,Maharashtra,NULL,-75.406,-96.487,21.081,0.34390,0.41318,0,0.34390,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
221,B001,"2026-01-07 07:00:00",470.000,585.000,11.500,7,3,Mumbai,Maharashtra,NULL,-75.992,-100.081,24.089,0.33366,0.34541,0,0.33366,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
222,B001,"2026-01-08 07:00:00",470.000,585.000,11.500,7,4,Mumbai,Maharashtra,NULL,-80.956,-104.188,23.232,0.42068,0.46578,0,0.42068,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
223,B001,"2026-01-09 07:00:00",470.000,585.000,11.500,7,5,Mumbai,Maharashtra,NULL,-85.525,-99.255,13.730,0.24236,0.21311,1,0.24236,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
224,B001,"2026-01-10 07:00:00",470.000,585.000,11.500,7,6,Mumbai,Maharashtra,NULL,-78.805,-97.170,18.365,0.29492,0.38656,0,0.29492,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
225,B001,"2026-01-04 08:00:00",470.000,585.000,11.500,8,0,Mumbai,Maharashtra,NULL,-88.255,-101.806,13.551,0.28377,0.25876,0,0.28377,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
226,B001,"2026-01-05 08:00:00",470.000,585.000,11.500,8,1,Mumbai,Maharashtra,NULL,-77.150,-102.096,24.946,0.39349,0.35958,0,0.39349,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
227,B001,"2026-01-06 08:00:00",470.000,585.000,11.500,8,2,Mumbai,Maharashtra,NULL,-82.478,-98.808,16.331,0.32114,0.20716,0,0.32114,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
228,B001,"2026-01-07 08:00:00",470.000,585.000,11.500,8,3,Mumbai,Maharashtra,NULL,-85.825,-100.965,15.139,0.42609,0.40052,0,0.42609,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
229,B001,"2026-01-08 08:00:00",470.000,585.000,11.500,8,4,Mumbai,Maharashtra,NULL,-82.009,-97.638,15.629,0.30673,0.27292,0,0.30673,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
230,B001,"2026-01-09 08:00:00",470.000,585.000,11.500,8,5,Mumbai,Maharashtra,NULL,-91.336,-104.635,13.299,0.23127,0.15545,1,0.23127,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
231,B001,"2026-01-10 08:00:00",470.000,585.000,11.500,8,6,Mumbai,Maharashtra,NULL,-95.378,-106.016,10.638,0.22282,0.14006,1,0.22282,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
232,B001,"2026-01-04 09:00:00",470.000,585.000,11.500,9,0,Mumbai,Maharashtra,NULL,-85.996,-103.709,17.713,0.41852,0.43030,0,0.41852,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
233,B001,"2026-01-05 09:00:00",470.000,585.000,11.500,9,1,Mumbai,Maharashtra,NULL,-82.020,-103.080,21.060,0.45163,0.54099,0,0.45163,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
234,B001,"2026-01-06 09:00:00",470.000,585.000,11.500,9,2,Mumbai,Maharashtra,NULL,-85.472,-100.812,15.339,0.47179,0.37436,0,0.47179,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
235,B001,"2026-01-07 09:00:00",470.000,585.000,11.500,9,3,Mumbai,Maharashtra,NULL,-84.249,-103.066,18.817,0.30303,0.26303,0,0.30303,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
236,B001,"2026-01-08 09:00:00",470.000,585.000,11.500,9,4,Mumbai,Maharashtra,NULL,-79.108,-104.557,25.449,0.49130,0.31506,0,0.49130,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
237,B001,"2026-01-09 09:00:00",470.000,585.000,11.500,9,5,Mumbai,Maharashtra,NULL,-78.649,-100.950,22.302,0.39668,0.36766,0,0.39668,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
238,B001,"2026-01-10 09:00:00",470.000,585.000,11.500,9,6,Mumbai,Maharashtra,NULL,-78.764,-103.036,24.272,0.55078,0.25725,0,0.55078,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
239,B001,"2026-01-04 10:00:00",470.000,585.000,11.500,10,0,Mumbai,Maharashtra,NULL,-79.928,-102.922,22.994,0.57883,0.60191,0,0.57883,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
240,B001,"2026-01-05 10:00:00",470.000,585.000,11.500,10,1,Mumbai,Maharashtra,NULL,-80.706,-101.729,21.023,0.54149,0.50548,0,0.54149,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
241,B001,"2026-01-06 10:00:00",470.000,585.000,11.500,10,2,Mumbai,Maharashtra,NULL,-80.629,-104.927,24.298,0.41150,0.21687,0,0.41150,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
242,B001,"2026-01-07 10:00:00",470.000,585.000,11.500,10,3,Mumbai,Maharashtra,NULL,-70.868,-100.852,29.983,0.49470,0.46757,0,0.49470,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
243,B001,"2026-01-08 10:00:00",470.000,585.000,11.500,10,4,Mumbai,Maharashtra,NULL,-85.947,-104.090,18.143,0.31091,0.35054,0,0.31091,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
